Headline,Body ID,Stance
bunbury local discover spider burrow skin bali holiday,1837,unrelated
islamic state militant claim behead miss american journalist,2045,unrelated
isi behead u journalist james foley post youtube,2261,unrelated
ottawa shoot sergeant arm kevin vickers hail hero shoot rampage gunman,1586,unrelated
watch isi claim capture u airdropped weapon,1572,unrelated
turkish president say american weapon drop kurdish fighter wrong supply end hand isi,2295,discuss
north korea directive reveals apparent ban share kim jong un name,1019,unrelated
fake fox news twitter account emerge foxnewsfacts go viral,1795,unrelated
image everyone share banksy banksy awesome,1584,discuss
return mac seth rogen talk star apple co founder steve wozniak upcoming steve job biopic,1873,unrelated
luke somers american hostage kill rescue attempt yemen u official say,1256,unrelated
cnn audio moment michael brown shot,1438,unrelated
kidnap nigerian schoolgirl government claim ceasefire deal boko haram bring miss girl home,402,unrelated
surreal photo fisherman jaw drop catch likely people wonder real,1028,discuss
medium outlet identify jihadi john,867,discuss
ottawa investigates report isi capture canadian israeli woman,214,unrelated
nigeria boko haram blame raid despite truce claim,1681,discuss
axl rise dead course tiresome internet death hoax plague hit gun n rose frontman,1530,unrelated
gcpd solve steal batmobile case,1313,discuss
mexico say miss student find first mass graf,1678,unrelated
hairgate iphone num customer complain phone rip hair,431,unrelated
hbo reportedly talk apple launch new unbundled streaming service,551,unrelated
seth rogen set play steve wozniak danny boyle steve job biopic,1141,discuss
picture heroic sergeant arm num walk parliament gun hand moment kill gunman michael zehaf bibeau,1568,unrelated
shot hear allege brown shoot record audio,398,discuss
num hidden mass graf may hold miss mexican student,2360,unrelated
british hostage david haines behead islamic state terrorist,1011,unrelated
never panel discussion domestic violence plan espn monday night football pregame show,373,unrelated
isi fighter get catch come across u mexican border,2385,discuss
op ed hoax priest never exist claim die saw female god,34,unrelated
miss mexican student find mass grave,2431,unrelated
matt taibbi take leave absence first look medium,1681,unrelated
north korea dictator kim jong un undergoes surgery break ankle military tour,2153,discuss
isi militant appear behead abducted american journalist james wright foley graphic video,1336,discuss
fear journalist james wright foley behead islamic state jihadist message united state,1721,discuss
man chop penis throw trash get dump bad bedroom skill,908,unrelated
report isi fighter contract ebola incorrect say iraqi health ministry,1669,discuss
new audio show michael brown shot num time,816,agree
see isi militant catch try cross border texas congressman claim,1637,unrelated
evil straight pit hell american journalist james foley reportedly behead isi,115,unrelated
world oldest burger man claim keep mcdonald quarter pounder num year,1195,unrelated
new isi video show militant seize weapon airdropped u near kobani,2404,discuss
lady fb num intersex fuck michael phelps first date,1342,discuss
fake bbc news website set carry charlie hebdo attack conspiracy theory,1683,disagree
say report suspect ebola case iraq untrue,267,unrelated
seven girl fall pregnant five day school trip bosnia herzegovina,313,unrelated
suspect meteorite leaf crater managua link asteroid,1817,unrelated
nigeria announces truce boko haram fate schoolgirl unclear,1697,unrelated
num year old burger mcdonald quarter pounder look eerily new num decade,1586,discuss
week weird news horrible human slap elderly woman sneeze,2114,unrelated
nasa confirm six day darkness december really hoax,696,unrelated
apple num inch retina macbook air show artist rendition,1679,unrelated
photo slain leader report doctored,917,unrelated
viral video homeless man spending num food homeless fake witness say,2367,unrelated
iraqi kurdish medium report isi fighter contract ebola,2175,unrelated
indian civil servant sack num year sickie,1242,unrelated
islamic state militant claim behead u journalist james wright foley,2525,unrelated
kim jong un plan scottish restaurant,1535,unrelated
london hip hop artist abdel majed abdel bary key suspect hunt killer american journalist james foley,1079,discuss
sick kansa city man say ebola u plan new step fight virus,1786,unrelated
durex confirm deny rumor pumpkin spice condom,43,unrelated
really devote man spend num surgery constipate goldfish,1707,agree
elderly woman arrest kidnap neighbor cat make fur coat,666,unrelated
cpwd official sack absence duty num year,2208,unrelated
macaulay culkin dead actor victim death hoax,198,agree
apple target march apple watch launch retail training begin next month,633,unrelated
boko haram denies agree ceasefire,206,unrelated
vogue v rat war rat win,1149,discuss
michelle obama face blur saudi state television,1343,unrelated
fear islamic state could launch ebola attack britain fighter contract virus,567,discuss
isi executioner jihadi john identify mohammed emwazi,2328,unrelated
audio recording michael brown shoot reportedly surface,1934,discuss
canadian sergeant arm kevin vickers kill shooter parliament,1002,unrelated
mohammed emwazi man identify isi killer jihadi john stop minum safari holiday africa num,961,unrelated
newly discover mass grave link miss mexican student,1109,disagree
man know jihadi john identify mohammed emwazi,81,unrelated
break news british bear u photojournalist hold hostage al qaeda kill fail rescue attempt yemen,2411,unrelated
sugarhill gang rapper big bank hank dy age num,239,unrelated
rare meteorite impact cause blast nicaragua capital managua,1917,unrelated
giant numft numin catfish weigh num stone catch italy thought biggest ever reel rod line,1028,agree
isi beheads american photo journalist james wright foley threatens come,1679,discuss
big bank hank u rapper sugarhill gang founder member die num,1184,unrelated
forget tip especially spend num num,2130,discuss
body mexico mass grave apparently miss student,1849,unrelated
tiger wood suspension fail drug test agent pga official say,147,agree
christian bale talk star sony steve job film,296,unrelated
islamic state killer jihadi john name mohammed emwazi,2123,discuss
boko haram ceasefire ignore violence flare borno state,1906,unrelated
source pot nyc may soon net ticket arrest,1022,unrelated
pumpkin spice condom figment gross imagination,2367,unrelated
dog abandon ayr station belonging suitcase,1036,unrelated
amazon com open first physical store manhattan dj,267,unrelated
saudi arabia cleric issue fatwa build snowman,760,unrelated
former pga tour player tiger wood suspend drug test failure,181,unrelated
new audio show michael brown shot num time,1974,unrelated
isi video show execution david cawthorne haines british aid worker,882,unrelated
luke somers american hostage kill rescue attempt yemen u official say,1844,discuss
north korean leader kim jong un open restaurant scotland,2290,unrelated
apple take reservation try apple watch consider platinum model,2132,unrelated
break brat pack judd nelson find dead los angeles condo,1131,unrelated
resignation letter video game could greatest ever,997,unrelated
tropical spider burrow man skin appendix scar live three day,761,agree
isi beheads photojournalist james wright foley massage u end intervention iraq,7,unrelated
star war force awakens may get early release date report,748,unrelated
urgent leader isil abu bakr al baghdadi kill photo,1254,disagree
watch stan beaton cry tear joy phone engineer find treasured voicemail record late wife think lose forever,996,agree
lead zeppelin robert plant rip num million reunion contract,734,discuss
fox news twitter account respond tweet foxnewsfacts hashtag,125,unrelated
teletubbies sun baby fan freak jess smith num,339,agree
bird really poop putin,1991,unrelated
hairgate report iphone num pull hair beard likely exaggerate,431,unrelated
video purport show beheading american journalist,220,unrelated
